Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,SSD,HDD,Flash_Storage,Hybrid,Cpu_speed_GHz,Cpu_brand,Gpu_brand,Touchscreen,IPS,PPI
Lenovo,Notebook,15.6,4,Windows 10,2.2,306.0,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Asus,Gaming,17.3,16,Windows 10,2.9,1529.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,256.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,1,141.21
Acer,Notebook,15.6,8,Linux,2.5,879.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
MSI,Gaming,17.3,16,Windows 10,2.8,2249.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Asus,Ultrabook,14.0,8,Windows 10,1.1,1873.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,1747.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,0,165.63
Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Intel,0,0,157.35
Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,11.6,2,Windows 10,1.15,304.45,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,135.09
Lenovo,Workstation,15.6,8,Windows 10,2.67,1925.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1943.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,209.8
HP,Notebook,15.6,4,Windows 10,2.1,469.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,141.21
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,256.0,0.0,0.0,0.0,2.5,Intel i7,Intel,1,1,165.63
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,165.63
Dell,Notebook,15.6,4,Linux,2.3,598.9,256.0,0.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
Dell,Notebook,13.3,4,Windows 10,1.65,689.0,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,117.83
HP,Ultrabook,14.0,8,Windows 10,1.43,1500.0,256.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,0,157.35
Dell,Notebook,15.6,8,Windows 10,2.14,539.95,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,256.0,0.0,0.0,0.0,1.8,Intel i7,AMD,0,1,157.35
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,1,282.42
Chuwi,Notebook,12.3,6,Windows 10,1.4,449.0,0.0,0.0,64.0,0.0,1.1,Intel Other,Intel,0,1,267.34
HP,Notebook,15.6,8,Windows 10,2.31,1427.0,256.0,0.0,0.0,0.0,2.9,Intel i7,Intel,0,0,141.21
Asus,Notebook,15.6,8,Linux,2.3,597.0,0.0,1000.0,0.0,0.0,2.4,Intel i3,Nvidia,0,0,141.21
Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,256.0,1000.0,0.0,0.0,2.9,Intel i7,Nvidia,0,1,169.78
Dell,Gaming,15.6,8,Windows 10,2.62,1159.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,256.0,2000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Dell,Ultrabook,14.0,8,Linux,1.6,1099.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,0,0,157.35
HP,Gaming,17.3,12,Windows 10,3.35,1999.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,32.0,0.0,0.0,0.0,1.1,Intel Other,Intel,1,1,189.91
Samsung,Netbook,11.6,4,Chrome OS,1.15,269.0,0.0,0.0,16.0,0.0,1.6,Intel Other,Intel,0,0,135.09
Lenovo,Notebook,13.3,8,Windows 10,1.4,1010.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,165.63
Lenovo,Notebook,14.0,4,Windows 10,1.7,599.0,128.0,0.0,0.0,0.0,2.7,Intel i3,Intel,0,1,157.35
Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,282.42
Lenovo,Notebook,15.6,16,Windows 10,2.5,2449.0,512.0,0.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,141.21
Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,256.0,1000.0,0.0,0.0,3.2,AMD,AMD,0,0,127.34
HP,Notebook,15.6,4,Windows 10,2.1,347.0,0.0,500.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Google,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,512.0,0.0,0.0,0.0,1.3,Intel i7,Intel,1,0,234.51
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,209.8
Asus,Notebook,15.6,4,Linux,2.0,559.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,17.3,8,Windows 10,2.8,519.0,0.0,1000.0,0.0,0.0,2.5,AMD,AMD,0,0,106.11
Dell,Notebook,15.6,4,Windows 10,2.2,749.0,256.0,0.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,176.23
Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,128.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,0,141.21
HP,Gaming,15.6,8,Windows 10,2.2,1099.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,256.0,0.0,0.0,0.0,2.8,Intel i5,Nvidia,0,0,157.35
Acer,Notebook,15.6,4,Linux,2.4,441.8,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,0.0,1000.0,64.0,0.0,3.0,Intel Other,Nvidia,0,0,141.21
MSI,Gaming,15.6,8,Windows 10,2.2,1027.74,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,1,0,200.84
HP,Notebook,15.6,8,Windows 10,1.91,589.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,141.21
HP,Workstation,15.6,8,Windows 10,2.31,1534.0,512.0,0.0,0.0,0.0,2.9,Intel i7,Intel,0,1,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Dell,Notebook,15.6,8,Windows 10,2.36,979.0,128.0,1000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,0.0,500.0,0.0,0.0,1.6,Intel Other,Intel,1,0,135.09
Dell,Notebook,17.3,8,Windows 10,4.42,2046.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,127.34
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,128.0,0.0,0.0,0.0,2.2,Intel Other,Intel,1,0,200.84
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,1799.0,256.0,0.0,0.0,0.0,2.5,Intel i7,Intel,1,0,200.84
HP,Notebook,17.3,8,Windows 10,2.5,639.9,256.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,106.11
Acer,Notebook,15.6,4,Windows 10,2.23,544.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Nvidia,0,0,141.21
Acer,Netbook,11.6,4,Windows 10,1.4,435.0,128.0,0.0,0.0,0.0,1.6,Intel Other,Intel,0,0,135.09
Asus,Notebook,15.6,8,Windows 10,2.37,749.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,14.0,8,No OS,1.5,799.0,512.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,1,157.35
Lenovo,Notebook,15.6,8,Windows 10,2.67,2090.0,256.0,0.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,141.21
Asus,Notebook,15.6,4,Windows 10,2.0,304.0,0.0,500.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Acer,Notebook,15.6,4,Windows 10,2.2,469.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Nvidia,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,2.02,759.0,0.0,2000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
HP,Gaming,17.3,12,Windows 10,3.78,1699.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1858.0,256.0,0.0,0.0,0.0,2.6,Intel i7,Intel,0,1,209.8
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,331.26
HP,Notebook,15.6,8,Windows 10,1.9,1154.0,0.0,500.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
Google,Ultrabook,12.3,8,Chrome OS,1.1,1275.0,128.0,0.0,0.0,0.0,1.2,Intel i5,Intel,1,0,234.51
Dell,Ultrabook,13.3,8,Windows 10,1.42,1841.85,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,1,0,165.63
Asus,Notebook,15.6,12,Windows 10,2.06,1299.0,128.0,1000.0,0.0,0.0,2.6,Intel i7,Intel,0,1,282.42
Dell,Notebook,14.0,8,Windows 10,1.79,740.0,128.0,0.0,0.0,0.0,2.3,Intel i3,Intel,0,0,111.94
Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.7,1364.0,180.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Dell,Notebook,15.6,8,Windows 10,2.2,675.0,0.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
Toshiba,Notebook,13.3,8,Windows 10,1.05,1672.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,165.63
Dell,Notebook,15.6,8,Windows 10,2.16,1262.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,4,Windows 10,2.18,586.6,0.0,1000.0,0.0,0.0,2.4,Intel i3,Intel,0,0,100.45
HP,Notebook,13.3,4,Windows 10,1.49,726.0,128.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,1,165.63
Chuwi,Notebook,15.6,4,Windows 10,1.89,248.9,0.0,0.0,64.0,0.0,1.44,Intel Other,Intel,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,1,157.35
Dell,Workstation,15.6,16,Windows 10,2.17,2338.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1798.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,176.23
Asus,Ultrabook,12.5,16,Windows 10,0.91,1950.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,176.23
Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,2799.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,165.63
Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Acer,Notebook,15.6,8,Windows 10,2.2,579.0,0.0,1000.0,0.0,0.0,2.5,AMD,AMD,0,0,100.45
Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,256.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,1,1,127.34
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,180.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,1,125.37
Lenovo,Notebook,15.6,8,Windows 10,2.17,898.9,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,0,0,141.21
HP,Notebook,14.0,8,Windows 10,1.48,1749.0,1000.0,0.0,0.0,0.0,2.8,Intel i7,Intel,0,0,157.35
Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,256.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,1,165.63
Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
Asus,Netbook,11.6,4,Windows 10 S,1.2,340.0,0.0,0.0,64.0,0.0,1.1,Intel Other,Intel,0,0,135.09
HP,Notebook,15.6,8,Windows 10,1.91,618.99,256.0,0.0,0.0,0.0,2.5,Intel i5,AMD,0,0,100.45
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,1,1,158.48
Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,0.0,500.0,0.0,0.0,1.1,Intel Other,Intel,0,0,111.94
Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,16.0,0.0,0.0,0.0,1.6,Intel Other,Intel,0,0,135.09
Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,256.0,1000.0,0.0,0.0,2.7,Intel i7,Intel,0,0,141.21
Acer,Notebook,15.6,4,Windows 10,2.2,613.0,0.0,1000.0,0.0,0.0,1.6,Intel i5,Nvidia,0,1,141.21
HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,165.63
Lenovo,Gaming,15.6,8,No OS,2.4,1149.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Ultrabook,13.3,8,Windows 10,1.29,899.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,165.63
Acer,Notebook,15.6,4,Windows 10,2.2,639.0,0.0,500.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,2.18,836.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Dell,Notebook,15.6,16,Windows 10,2.2,1219.24,256.0,2000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Xiaomi,Notebook,15.6,16,No OS,1.95,1399.95,256.0,0.0,0.0,0.0,1.8,Intel i7,Nvidia,0,1,141.21
Asus,Netbook,11.6,2,Windows 10,1.1,245.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,135.09
HP,Notebook,15.6,4,Windows 10,2.04,521.47,0.0,1000.0,0.0,0.0,1.6,Intel i5,Intel,1,0,100.45
Asus,Gaming,15.6,24,Windows 10,2.24,2968.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
HP,Notebook,15.6,8,Windows 10,2.04,889.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
HP,Ultrabook,13.3,8,Windows 10,1.32,1399.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,165.63
Dell,Notebook,14.0,8,Windows 10,1.64,1279.73,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,157.35
HP,Notebook,15.6,4,Windows 10,1.63,689.0,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Dell,Notebook,17.3,8,Linux,2.8,889.0,128.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,1,127.34
Lenovo,Notebook,14.0,8,Windows 7,2.02,1340.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,157.35
Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,15.6,8,No OS,2.2,459.0,0.0,2000.0,0.0,0.0,2.0,Intel i3,Nvidia,0,0,100.45
Dell,Notebook,15.6,4,Windows 10,2.3,585.0,0.0,500.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,1.9,1377.0,256.0,0.0,0.0,0.0,2.8,Intel i5,Intel,0,0,141.21
Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Toshiba,Notebook,15.6,8,Windows 10,2.0,860.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,256.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,282.42
Mediacom,Notebook,13.3,4,Windows 10,1.2,369.0,32.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,1,165.63
Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,2.2,797.41,256.0,0.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
HP,Notebook,15.6,4,Windows 10,1.86,398.99,256.0,0.0,0.0,0.0,1.6,Intel Other,Intel,0,0,141.21
HP,Gaming,17.3,12,Windows 10,2.62,1799.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,14.0,8,Windows 10,1.87,859.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,157.35
Dell,Ultrabook,13.3,8,Windows 10,1.2,1399.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,0,276.05
Dell,Notebook,14.0,4,Windows 10,1.6,735.87,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,157.35
HP,Ultrabook,13.3,8,Windows 10,1.34,1145.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,276.05
Acer,Gaming,15.6,8,Linux,2.4,798.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Asus,Notebook,15.6,4,Windows 10,2.0,349.0,0.0,500.0,0.0,0.0,1.8,AMD,AMD,0,0,100.45
HP,Notebook,15.6,4,Windows 10,2.1,705.5,128.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Lenovo,Notebook,15.6,4,No OS,2.15,462.35,0.0,1000.0,0.0,0.0,2.3,Intel i5,Intel,0,0,141.21
HP,Notebook,15.6,4,Windows 10,1.86,397.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,1.9,1116.99,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Dell,Gaming,17.3,16,Windows 10,4.42,2699.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
HP,Notebook,17.3,8,Windows 10,2.65,544.15,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,106.11
HP,Notebook,17.3,8,Windows 10,2.63,1280.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,127.34
Asus,Notebook,15.6,4,Linux,2.0,224.0,0.0,500.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Mediacom,Notebook,13.3,4,Windows 10,1.35,255.0,0.0,0.0,32.0,0.0,1.44,Intel Other,Intel,0,1,165.63
Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,128.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,106.11
HP,Notebook,15.6,6,Windows 10,1.91,568.9,128.0,0.0,0.0,0.0,2.5,AMD,AMD,0,1,141.21
Dell,Notebook,15.6,4,Windows 10,2.18,617.9,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,100.45
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,0.0,0.0,32.0,0.0,2.0,Intel Other,Intel,1,1,189.91
Lenovo,Notebook,15.6,4,Windows 10,2.05,630.0,128.0,0.0,0.0,0.0,2.7,Intel i3,Intel,0,0,141.21
HP,Ultrabook,13.3,16,Windows 10,1.16,1965.0,512.0,0.0,0.0,0.0,1.2,Intel Other,Intel,1,1,276.05
Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Asus,Notebook,15.6,8,Windows 10,2.5,839.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,128.0,0.0,0.0,0.0,1.6,Intel i5,Intel,1,1,331.26
Dell,Notebook,15.6,4,Windows 10,1.93,959.0,0.0,500.0,0.0,0.0,2.6,Intel i5,Intel,0,0,100.45
Fujitsu,Notebook,15.6,8,Windows 10,2.2,739.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,0.0,500.0,0.0,0.0,1.1,Intel Other,Intel,0,0,141.21
Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,111.94
HP,Workstation,17.3,8,Windows 10,3.14,1860.99,0.0,500.0,0.0,0.0,2.8,Intel i5,Nvidia,0,0,106.11
HP,Notebook,14.0,8,Windows 10,1.94,389.0,0.0,2000.0,0.0,0.0,1.6,Intel Other,Intel,0,0,111.94
HP,Notebook,15.6,6,Windows 10,1.95,649.0,256.0,0.0,0.0,0.0,3.0,AMD,AMD,0,1,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.05,685.0,0.0,500.0,0.0,0.0,1.6,Intel i5,Intel,0,0,141.21
Mediacom,Notebook,14.0,4,Windows 10,1.4,249.0,32.0,0.0,0.0,0.0,1.44,Intel Other,Intel,0,0,157.35
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1865.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,157.35
Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,256.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,127.34
MSI,Gaming,17.3,16,Windows 10,4.14,2729.0,512.0,1000.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,127.34
Dell,Notebook,15.6,8,Linux,2.2,749.01,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
Mediacom,Notebook,14.0,4,Windows 10,1.45,389.0,32.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,1,157.35
Dell,Notebook,15.6,8,Windows 10,1.9,1008.52,0.0,500.0,0.0,0.0,2.6,Intel i5,Intel,0,0,100.45
HP,Notebook,13.3,4,Windows 10,1.49,719.0,128.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,0,165.63
Dell,Notebook,15.6,16,Windows 10,1.93,1537.39,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,Netbook,11.6,4,Chrome OS,1.26,295.0,0.0,0.0,16.0,0.0,1.6,Intel Other,Intel,0,0,135.09
MSI,Gaming,17.3,16,Windows 10,4.5,2349.0,128.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,127.34
HP,Gaming,17.3,16,Windows 10,3.78,1498.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,256.0,0.0,0.0,0.0,2.6,Intel i7,Intel,0,1,157.35
Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,0.0,1000.0,0.0,0.0,1.8,Intel i7,Intel,1,0,100.45
Asus,Gaming,17.3,8,Windows 10,2.73,1770.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,127.34
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,739.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,1,0,100.45
Lenovo,Notebook,15.6,12,Windows 10,2.2,949.0,512.0,0.0,0.0,0.0,3.6,AMD,AMD,0,0,141.21
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,603.0,128.0,0.0,0.0,0.0,1.0,Intel Other,Intel,1,0,135.09
Samsung,Notebook,15.6,16,Windows 10,2.5,1699.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,17.3,4,No OS,2.8,529.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,127.34
Lenovo,Notebook,15.6,8,Windows 10,2.29,459.0,0.0,1000.0,0.0,0.0,2.3,Intel i3,Intel,0,0,100.45
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,2025.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,165.63
Lenovo,Notebook,14.0,8,Windows 10,1.7,1474.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,157.35
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,176.23
Dell,Workstation,15.6,8,Windows 10,2.06,1763.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,0,141.21
